ID,Name,Age,Email,Join Date,Salary,Department
008f1d5d-76a5-4d5e-9fa5-995364c62cf8,Ian Hines,53.0,sara94@gmail.com,2023-04-14,55792.0,HR
00908da4-f2d2-4189-bb9c-72929a6c1fcf,Tamara Parsons,59.0,unknown@domain.com,1900-01-01,74575.0,Support
0093ebe5-6af6-43f6-8cb3-2e8980d81e4a,Shannon Johnson,64.0,unknown@domain.com,2022-04-19,56941.0,Engineering
00965530-ece8-4ac3-bd3f-201fa1b5d406,Lindsay Williams,88.0,unknown@domain.com,2021-10-09,92817.0,Sales
00ab8ff5-bfa1-4122-ac97-58debc408111,Cynthia Peters,36.0,unknown@domain.com,2024-05-07,107390.0,Support
00ac2b1c-dcc9-4e5f-a72a-b5c5e0fe092e,Tammy Thomas,83.0,unknown@domain.com,2020-03-17,63500.0,Marketing
00ae991e-7eac-4408-928f-ef7bb20276fe,Kara Martinez,88.0,jenniferpitts@gmail.com,2020-02-12,54418.0,Engineering
00b8374a-87be-4129-8d75-b69802fa220d,Michelle Pittman,86.0,unknown@domain.com,2020-07-23,55014.0,Engineering
00bbcbdf-b232-4eaf-bbd5-19abc9bac992,Jeffrey Jackson,40.0,glucas@hotmail.com,1900-01-01,33381.0,HR
00cbba4c-3155-4be5-90bb-f8a9d181fceb,Jonathan Lamb,78.0,james53@hotmail.com,1983-03-12,57521.0,Sales
00ce158a-b80a-424c-a727-591856fb5919,Unknown,26.0,unknown@domain.com,2022-03-20,142729.0,Sales
00d23202-87b8-49bf-bec4-deea25ca43f4,Kelsey Gutierrez,41.0,unknown@domain.com,1900-01-01,36948.17,HR
00dd6776-5ecb-431b-89be-23f6f7b902e5,Michelle Rowe,47.0,harperadrian@hotmail.com,2016-03-26,148735.0,Marketing
00e1d7d8-d158-4985-bbc0-77fd8260a94d,Sandra Rivera,81.0,unknown@domain.com,2024-05-12,89347.0,HR
00eee4c4-cb19-40d1-8712-e574df77d3b1,Catherine Cowan,61.0,gregory46@hotmail.com,2020-01-05,34675.0,HR
00f8bfd8-8b10-4f29-99cc-accf6c80ce2e,Amber Delacruz,50.0,monica12@hotmail.com,1900-01-01,70872.9,Support
00fab1ed-0a48-4a2f-8e4d-d34788c745ab,Joshua Allen,24.0,woodsderek@hotmail.com,1999-09-11,64934.0,HR
00fe3391-04c9-4eba-b1b8-5ea7b8a8f9ca,Christine Cummings,40.0,unknown@domain.com,2022-04-14,118056.42,Marketing
01120232-eebb-441d-b597-bfd3e3dc58f7,Victoria Perry,60.0,patricia04@gmail.com,2021-02-14,128341.0,Support
01123c97-f62a-417e-b7b7-5fa64f0f234a,Melissa Castro,20.0,sierra96@hotmail.com,2021-09-07,89347.0,Engineering
011cf560-4320-4c27-8cb4-4588e1924879,Unknown,46.0,unknown@domain.com,2024-05-19,40296.0,HR
0122875c-c7dd-459d-8aa8-f747ba4d366f,Michael Riley,82.0,lflores@gmail.com,1900-01-01,77882.0,Marketing
0129363a-9e43-4343-9b31-a9d08ddb29b6,Richard Le,32.0,unknown@domain.com,2022-07-18,148836.0,Support
012cc3a5-04be-47e4-a05d-b5a765bf15ce,Albert Hanson,80.0,unknown@domain.com,2004-06-09,59706.0,Engineering
0136dc8c-a09d-42fa-9c73-63d384152a93,Jeffrey Kelly,34.0,unknown@domain.com,1970-06-27,89347.0,HR
013d9b9d-0985-4c87-91b6-7a80755b1571,Unknown,25.0,unknown@domain.com,2020-07-21,68665.0,Sales
013fe56a-8246-4034-a732-cfa1cbd5530d,Unknown,49.0,unknown@domain.com,2022-06-18,103318.0,Engineering
01471923-c772-415f-bd94-2e34d6785519,Robert Golden,57.0,james90@yahoo.com,1900-01-01,56771.0,Support
0147c6aa-7609-4445-a0af-01de62f661ce,Sheila Le,90.0,unknown@domain.com,2020-06-01,71509.0,Marketing
014c4d3d-1b13-4985-8ba2-a08419d37c75,Barbara Heath,82.0,unknown@domain.com,2021-03-31,121340.07,Engineering
01526207-edc9-4982-a214-215b3867a856,Shane Lyons,88.0,unknown@domain.com,2020-09-10,98835.47,Engineering
01568134-f90a-484c-9096-12a32b7e2a71,Alicia Watson,32.0,nicoledavis@hotmail.com,2021-11-15,66968.0,Support
015a6cac-27b1-474b-b9ad-0606cb78d52a,Marcus Fernandez,45.0,unknown@domain.com,1976-07-11,28418.44,HR
015e2133-d926-4a1e-b948-2bccbfa4846c,Gina Adams,27.0,zbrewer@yahoo.com,2021-02-03,54851.0,Support
016eea4e-6320-4bf2-b819-9e9a799cdf61,Ronald Murphy,20.0,unknown@domain.com,2003-08-24,126385.0,Sales
01704e87-640a-4567-b94c-903cf3e84d2a,Jose Lyn,75.0,unknown@domain.com,2020-09-18,61856.11,Marketing
0170ea9c-9919-4c8b-a8b0-fbb2fc1893fb,Valerie Wilkerson,24.0,unknown@domain.com,2020-02-10,106528.0,Marketing
01725d47-21ec-4a54-ada5-4459a53652ec,Emma Clark,51.0,unknown@domain.com,2024-03-05,89347.0,HR
01738cde-7601-40f3-8fd6-66ea507a8f60,Terry Wells,73.0,unknown@domain.com,1977-12-20,106348.0,Marketing
017cd71f-4105-4e3c-bf9b-b0ad305928e4,Michael Dyer,28.0,unknown@domain.com,2022-07-12,50510.0,Sales
018494a6-55d4-437b-b38a-474aa17cf39b,Meredith Nguyen,46.0,michaelwilliams@yahoo.com,2023-03-20,89347.0,Sales
0193c824-32fc-4399-b337-b867228858e5,Mitchell Mason,47.0,luisbanks@gmail.com,2004-07-04,135592.0,Engineering
0194bd7f-eeef-40f4-9637-85dd98a658e8,Donald Williams,66.0,unknown@domain.com,2021-01-25,70239.0,Marketing
019dd686-7c66-46bd-9696-705ccd74a6ac,Martha Bishop,66.0,unknown@domain.com,2016-08-16,68998.0,Sales
019f2dce-1c6b-48a3-975a-b5fc0f524662,Joshua Wagner,70.0,unknown@domain.com,2020-06-20,108294.68,Marketing
01a34f0a-b357-4c16-8676-78217ee161ee,Sarah Delacruz,66.0,gary15@hotmail.com,2017-04-06,130898.0,Sales
01aa74d8-1da6-4d5f-abc6-fc38d76f4316,Madison Campbel,37.0,harperpaige@hotmail.com,1900-01-01,87298.0,Engineering
01ad427c-62e8-43ac-b048-68d93cac122d,Christina King,22.0,vcooper@hotmail.com,1900-01-01,126279.0,Support
01addbc1-c21a-4012-87fb-7746f05af926,Jamie Ake,75.0,unknown@domain.com,2020-04-25,97521.0,HR
01b1e9b4-fb50-4719-ad51-4994910b04f5,Michelle Castillo,68.0,unknown@domain.com,2023-01-28,105200.97,Marketing
01b981f0-14d3-47ff-91d5-6e42f112747d,Michael Graham,37.0,vcombs@hotmail.com,2010-05-18,106386.0,HR
01bc3cbb-5d8b-49e3-a922-343b9da2e80c,Jamie Har,76.0,whitebrenda@hotmail.com,2021-10-26,51974.63,Support
01c5ee3f-6f07-4500-b609-0f3a9b323b41,Thomas Gallag,19.0,jamie84@gmail.com,1977-08-31,104982.28,HR
01c70002-5cbd-46c4-bd85-94ed184ee6eb,Heather Jimenez,61.0,jason45@yahoo.com,2021-02-22,109690.12,Sales
01dfcf52-9556-441d-a612-73841b38c349,Kevin Lopez,79.0,ythomas@yahoo.com,2022-07-11,89347.0,Engineering
01e5dcad-05d7-47b3-a26e-4d954b0046c3,Michelle Hunt,49.0,unknown@domain.com,2022-01-14,149542.0,HR
01e7c9b4-fffd-4eea-8f53-b10485bdf1c6,Eddie Martin,37.0,jared02@yahoo.com,2024-01-12,149859.62,Sales
01f0a9e7-9f06-4737-a3fe-d3bf3d1a3923,Matthew Lopez,62.0,annaschmidt@hotmail.com,1900-01-01,108073.0,Support
01f877c7-1544-4303-99d7-7e5517552dcb,Heather Solomon,85.0,kwashington@hotmail.com,2024-02-03,89347.0,Support
01fa854b-d4ff-4bf8-a37e-73ce5c4d7a28,Cody Dudley,47.0,benjaminbecker@yahoo.com,1900-01-01,144424.0,Marketing
020146d9-fae5-47f6-b863-234c2dd1bb84,Unknown,66.0,acox@hotmail.com,2020-12-24,115026.0,Sales
02119bf0-02dc-4ddb-a7f1-b9affe30e756,Jonathan Wells,69.0,unknown@domain.com,2024-03-22,93209.0,Engineering
02248344-008b-4959-abc8-f04e6253fe70,Gabrielle Sims,31.0,unknown@domain.com,2020-09-29,146368.0,Sales
022a71f6-990c-4e68-b9bb-3cd0af078471,Matthew Arnold,21.0,houstonjonathan@gmail.com,2024-02-15,92398.0,Engineering
0231ac0d-dbf3-4e60-af61-53369b9cbe88,Veronica Taylor,54.0,sierra61@hotmail.com,2020-10-09,89347.0,Engineering
02414e10-9bf3-4052-a133-3a33350f4539,Timothy Cole,52.0,ncervantes@yahoo.com,1984-07-25,125405.0,Engineering
0248ea70-4260-45ab-ad8c-987274a70e2f,Unknown,81.0,dominique95@yahoo.com,2022-12-02,89347.0,Engineering
025503c5-8054-464f-a89f-68f8dc5c0219,Alan Ortega,47.0,hornbrian@hotmail.com,2021-08-11,121952.0,Sales
025fd852-0a39-461c-9ab1-2c9a0656c325,Theresa Adams,80.0,biancaford@gmail.com,2020-12-10,139141.0,Support
0260581c-626d-431d-8f7c-d106d1c50b00,Hannah Myers,89.0,unknown@domain.com,2023-04-23,116499.0,Engineering
026bef85-9e31-428d-9179-df24f606c909,Evan Jackson,57.0,unknown@domain.com,2020-12-18,130908.0,Sales
027275a4-f803-4a7d-8daa-f99f3803126b,Unknown,37.0,deborahroth@gmail.com,2022-10-18,76619.0,Marketing
027446a8-14c3-49e4-aae1-c05e96353482,Mary Hat,55.0,unknown@domain.com,1900-01-01,93213.0,Sales
028f2e07-c85f-4011-bad1-4178de943274,Robert,84.0,unknown@domain.com,2020-04-23,104606.34,HR
0293dea8-498f-4b09-93e1-5f408f71f033,S Debra,43.0,unknown@domain.com,2022-07-16,81721.58,Engineering
029acb48-7a6f-4586-9f7a-931c89ffded2,Christopher Lewis,29.0,unknown@domain.com,2020-05-08,76132.0,Sales
02a58875-55cf-4c6e-ba4a-82dc4beddb7d,Unknown,53.0,unknown@domain.com,2020-06-16,89347.0,Marketing
02aab91a-4370-4741-ba0a-fc6030773824,Kathleen Walker,70.0,esnyder@gmail.com,1990-09-12,55522.0,HR
02ab7de0-e69e-4697-b428-2655c7998cc2,Nicole Sharp,88.0,wwoods@yahoo.com,2010-11-28,97532.0,Support
02b3eb5e-41a2-4a8d-bdcf-19e00973c064,Chad Mitchel,19.0,michael60@yahoo.com,2011-05-30,63822.0,HR
02bc4efd-fbbf-49d3-9178-806f606cfaee,Unknown,54.0,nterry@gmail.com,2022-01-14,115380.0,Sales
02d4199a-13bc-4f0a-b8bf-ca90e7d3eaa6,Andrew Br,40.0,josephcarney@gmail.com,2022-05-31,41622.0,HR
02d6256d-a177-46b6-aaf8-6e18063336e5,Unknown,21.0,melissa05@gmail.com,2023-08-16,140138.0,HR
02db9c6e-d4fc-4321-9556-11b01bb12bb9,John Bailey,49.0,unknown@domain.com,1989-01-08,89347.0,Support
02de2c65-5cee-44a8-b89a-ad2ae26c0399,Carrie Peterson,37.0,pmoore@yahoo.com,2022-11-17,69864.0,Sales
02e6a79a-aac0-40aa-954b-532fcfa5f22b,James Martinez,28.0,unknown@domain.com,2022-11-04,141345.0,Marketing
02f0b09c-b3c3-423d-b228-0868f08df45a,Sarah Lester,42.0,unknown@domain.com,2020-01-14,37948.0,Support
02f466f7-109c-4609-abc8-fbdba6446c51,Gregory Fernandez,54.0,unknown@domain.com,2023-12-25,45111.45,HR
02f75915-ef99-4295-853f-49195133929d,Emily Parker,56.0,unknown@domain.com,2021-07-18,55050.0,Marketing
02fae873-2e0a-4e1d-94d3-3de1d6476f31,Mike Woods,31.0,kathleenbell@yahoo.com,2020-07-13,44891.0,Sales
030268d1-4a36-48c6-95b1-7e08c1be1672,John Johns,58.0,richmondpaula@gmail.com,1900-01-01,67104.0,Engineering
0307f667-7f24-4c62-8238-1daf1a397fe9,Charles Fis,70.0,unknown@domain.com,2021-10-18,61749.0,Marketing
030bc551-1402-43cb-85dc-2f06ea968a4c,Michael Patel,25.0,gutierrezcrystal@gmail.com,2023-02-01,54228.0,Sales
031cc1a2-8ae4-42fb-8307-4e2ac5b9bfe3,Jill,54.0,unknown@domain.com,2010-05-28,91732.73,Support
031e2991-cb95-46b6-9d74-15dae73e956c,Unknown,84.0,carla37@yahoo.com,2021-09-09,113404.0,Marketing
03204ff0-77c4-45be-aabe-17621f15055b,Christine Velasquez,60.0,unknown@domain.com,2020-12-21,149301.0,Sales
032ba845-1d60-49d3-9ddf-f4d296698614,Isabel Dun,59.0,unknown@domain.com,2023-02-21,132815.0,Marketing
032dee55-bd6b-4a91-ae5c-db091fddf1d1,Susan Le,39.0,eric35@gmail.com,2024-06-04,91261.0,Engineering
0332f8c2-0ce2-43d0-b0a0-3062d5ac24c4,Kerry Ho,42.0,unknown@domain.com,2022-11-19,106742.0,Support
0336c12d-ff2b-4f5a-99a7-f7f505c490b7,Anthony Sanchez,47.0,michael09@yahoo.com,2022-10-07,89347.0,Support
033c9c60-3f02-445d-bd06-9affbbc90b62,Richard Davis,89.0,jroach@hotmail.com,1981-09-21,59003.0,Support
033eaa57-3eca-4b7e-8177-8c0dfb820759,Kevin,68.0,courtney32@gmail.com,2021-01-17,94905.06,Marketing
034b2d65-181c-4b14-8b9c-c438f220c737,Elizabeth Trevino,24.0,unknown@domain.com,2022-05-29,142435.0,Sales
0352ab92-5f9c-40d0-995a-d5081bedb870,Natalie Dickerson,63.0,unknown@domain.com,2021-05-31,157566.09,Sales
036619b9-4d41-447b-9a6f-3b013a1e6f7f,John Schultz,40.0,unknown@domain.com,2022-06-19,42655.0,HR
0373b2e1-ddc7-4b52-b3eb-900a98e4e38e,Jessica Smith,48.0,brenthunt@gmail.com,2020-06-01,33168.0,Marketing
03848bbd-9501-4acb-94dd-9284a3f43953,Donald Hil,33.0,unknown@domain.com,2023-05-02,138912.0,Support
0384957f-6bde-4234-a5b2-6e63be63170a,Christine Br,44.0,unknown@domain.com,2020-08-18,145001.0,Sales
038c4485-2873-4236-af8d-3beb43e49770,Sandra Wilson,66.0,tina43@yahoo.com,1900-01-01,109021.0,Sales
0390c52f-6b84-4d3d-b30d-93035520dd5d,Terri Evans,38.0,ianlevine@yahoo.com,2023-08-09,89533.0,Support
03911315-8f80-414b-9d00-174d9cac05c4,Matthew Smith,22.0,unknown@domain.com,2022-03-12,89347.0,Sales
039cb731-caff-4969-8645-99ef49f850a5,Unknown,48.0,phillipsmith@yahoo.com,1993-07-11,89347.0,Sales
039fee9d-b66b-4b1b-8641-eda9f9d4a685,Diane Ford,64.0,unknown@domain.com,2024-01-17,108045.0,Marketing
03aeb412-3c27-435f-a878-d86a76f0085e,Christopher Todd,72.0,unknown@domain.com,2020-07-26,108725.0,Engineering
03af00ab-bf1b-4e21-a46e-ea0010419af9,Unknown,67.0,peter06@hotmail.com,2020-08-16,136278.0,Sales
03b9027b-cdc8-4c72-a4cf-56b1596555b1,Rachael Guerrero,52.0,ohuynh@yahoo.com,2022-03-21,122313.0,Engineering
03cf4e4a-cec6-4af8-ba6c-fd7b76843d91,Jordan Bates,44.0,unknown@domain.com,2021-03-03,88031.0,Sales
03dd7460-2cf3-4eab-b96f-63ef9fae5ef5,Ryan Hubbard,81.0,justin42@hotmail.com,2023-04-01,146378.0,Support
03ef6550-83e6-47d1-8fc0-4a02e5f17ba9,Daniel Smith,52.0,brennanseth@hotmail.com,1976-02-29,49817.0,Sales
03f60ae8-fc52-4e82-b930-86f89d8bc49b,Erin Greene,37.0,unknown@domain.com,1977-06-12,83246.48,Engineering
03fe0a68-bacc-439d-8d8a-b1d935a8b10a,Crystal Bradshaw,67.0,unknown@domain.com,2021-11-02,56550.0,Marketing
040598de-e501-4fab-aaac-f57138801590,Kristine May,84.0,crystalwoods@yahoo.com,2010-10-08,65550.9,Sales
04082a95-cc98-46fc-9121-cd8d6380d3d7,Danielle Harris,22.0,tylermendez@gmail.com,2021-10-29,145203.0,Engineering
040a13b1-747e-436b-9c7a-08ca2f52f86d,Rodney Collins,61.0,stonealisha@hotmail.com,2021-01-22,115869.0,Sales
040e5f6c-5a3a-4681-b2da-53d617c94e1f,Johnny Christensen,73.0,harriskelly@gmail.com,2005-12-31,47397.0,Marketing
0413800c-975f-4107-908c-f9f733496b3c,Terry Meyer,19.0,unknown@domain.com,1900-01-01,56011.0,HR
041849c8-ee02-4497-aafd-0c61ed4002d0,Melanie Andrade,76.0,cmack@gmail.com,2024-01-10,43920.99,Marketing
041c08b3-f7a5-4ef7-a1c8-9b77525f3dbb,Terry Harmon,25.0,unknown@domain.com,2024-03-07,136087.0,Sales
042eb71e-2fc0-43e2-9f26-8c2cff0dfa74,James Dodson,41.0,unknown@domain.com,2022-07-25,149906.24,Sales
0431008f-591c-406b-808a-bc7bf38be8f8,Tina Riddle,38.0,unknown@domain.com,2024-03-24,54855.0,Marketing
04361072-71e4-49ca-a4db-2528bcc51073,James Donaldson,73.0,brian35@hotmail.com,2007-12-11,50580.0,Engineering
043b1313-abc2-4158-97c9-428aa3d4f2f5,Bradley Gordon,29.0,marshallpaul@yahoo.com,1900-01-01,130925.0,Sales
0447977a-93ea-43bd-bb33-27a16cf120cd,Jeff,57.0,unknown@domain.com,2009-10-02,77161.0,Marketing
04497881-439d-4fec-9427-499c67b563a8,Nancy Rodriguez,59.0,pamela00@gmail.com,2020-10-14,30794.0,Marketing
045170d3-0e4a-4157-b4fc-c4dd371efb6b,Sarah Wallace,35.0,unknown@domain.com,2023-02-22,79424.73,HR
0453c92b-0996-4adb-8b97-145e68b64b3f,David Powellin,63.0,unknown@domain.com,2023-01-16,104122.21,Engineering
04565f82-8d01-40e1-a478-b11f3c361d21,Carrie Jackson,19.0,unknown@domain.com,2021-06-11,61961.0,Marketing
045fb78b-d8ba-4f06-a244-fd86ff56dd8b,Unknown,55.0,unknown@domain.com,2024-04-13,107994.0,Sales
04659bcd-ef37-4631-ad3b-239fbb902bc1,Unknown,89.0,rebecca28@hotmail.com,1900-01-01,89347.0,HR
04670c83-7016-40ff-a093-de2c780734b3,Brandi Dun,79.0,unknown@domain.com,2021-10-24,97771.0,Marketing
0468cf5e-53d6-405d-a827-864ddd7f7afb,Richard Meyer,49.0,unknown@domain.com,2021-08-28,84456.0,Support
046eab35-f8de-414e-93cd-b998e7cdf1e2,Richard Carter,84.0,unknown@domain.com,2022-08-09,118972.88,Marketing
0479bb3e-4e56-42be-be61-562c0d14c46e,Unknown,82.0,heather26@gmail.com,2020-02-11,136006.54,Sales
047ac564-0657-4d33-9708-392dd4a098c2,Nicole Ward,34.0,unknown@domain.com,2023-06-25,110961.71,Sales
047ff3f0-bc55-4ea6-9079-56936591771c,Michael Harding,54.0,bradleylisa@gmail.com,2022-06-30,78294.0,HR
04892e09-65a2-452d-bea4-707d1ba74b4a,Matthew Clements,39.0,stevecook@gmail.com,2020-09-16,129206.0,HR
048b24a9-4969-4813-b97e-de0417fcd375,Rebecca Finley,51.0,craneanna@hotmail.com,1900-01-01,48407.0,HR
048b3710-9a74-4b80-9980-dbbfaf8f3a6a,Gregory Nichols,30.0,amandabrown@yahoo.com,2022-07-24,143275.0,Support
04ac7c93-4d85-400a-9cfe-b8155e26aa68,Megan Jones,85.0,wrightmatthew@gmail.com,2021-08-18,90211.5,Sales
04b6ea08-80a9-41fd-9574-253709a8825c,Alan James,66.0,unknown@domain.com,2023-03-03,65095.0,HR
04c42f27-5e65-44c9-b6c8-3da262c9642c,Jordan Washington,38.0,lori45@hotmail.com,1987-09-28,105567.0,Marketing
04c6a1ec-315f-435e-9d15-0a2c23ff3db9,Donna Rivera,77.0,unknown@domain.com,2013-01-30,114017.0,HR
04cc2159-52ce-446c-bb83-10d4ec32b30a,Patrick Oneil,49.0,jeffreyhernandez@yahoo.com,2021-04-17,144887.0,Support
04cc598b-11a0-4211-b186-cb7095cb9404,Justin Chan,86.0,kimberly90@hotmail.com,2020-02-01,125687.0,Sales
04d1802e-b9ca-43de-8ef5-2d4dba394edb,Craig W,34.0,cpeterson@yahoo.com,2022-12-14,89347.0,Support
04d411ac-774d-4fa8-8117-ac7e3b78f546,Christopher Mack,66.0,unknown@domain.com,2022-09-04,112375.0,Support
04dea3fe-f6b5-4232-ac84-4b401a567af8,Taylor Hughes,67.0,unknown@domain.com,1900-01-01,131102.0,Support
04ea191a-a586-4fd9-8a14-3b751dcdcc4a,Valerie Daniel,83.0,fstewart@gmail.com,1900-01-01,43399.52,Engineering
04eabcaa-bc39-4553-be45-944c3e9cbc38,Amy Ortiz,90.0,unknown@domain.com,1900-01-01,114343.0,HR
04f33df6-fa70-4f67-9134-e7a0f937df25,Danielle Jones,65.0,unknown@domain.com,1982-06-24,69786.0,Sales
05091f70-2a49-4d3f-be63-94d59d1ed1f6,William Bates,89.0,adamsmolly@hotmail.com,2022-10-13,159510.88,Sales
050ec8ef-e7ba-41a0-a623-c728202d5c34,Jessica Aguilar,81.0,unknown@domain.com,2020-01-05,134329.0,Marketing
050f42b9-5a9e-4273-8b19-304141465d82,Brittany Ramirez,86.0,unknown@domain.com,1900-01-01,52446.9,Engineering
05260e65-b032-4340-8eee-f58d8120a22d,Unknown,46.0,unknown@domain.com,2021-03-29,74040.0,Support
05317e03-79a7-4d86-a55e-2cbfe8431e84,Natalie Khan,80.0,riveraalex@hotmail.com,1900-01-01,85153.0,Marketing
0534a4f6-4a69-4d10-b97b-5821d11110cb,Nicole Edwards,78.0,jamesfrench@gmail.com,2022-08-13,89347.0,Marketing
05370380-25d2-4064-984e-8867122b2067,Stephen Gomez,63.0,kathleen24@yahoo.com,2020-06-03,112615.0,Sales
05488b7c-b35c-43d9-98dd-def413bf9a32,Unknown,63.0,unknown@domain.com,2020-12-17,72526.0,Marketing
05523255-c77b-4674-9f39-7c55a30dbc38,Mark Anderson,49.0,unknown@domain.com,2021-11-20,113352.64,Marketing
055fd478-54c6-4a34-afe7-cad8fd81da22,Robert Olsen,20.0,unknown@domain.com,2024-06-05,89347.0,Support
05642187-d35f-4dda-9ce6-2da832305900,Amy Johnson,40.0,drewstevenson@hotmail.com,2023-07-11,57801.0,Sales
05776377-f688-4799-b7cd-5d5afcdf8256,Rodney Jackson,47.0,unknown@domain.com,2023-03-04,143803.66,Engineering
057a6379-6ede-4199-b110-9932f325beb2,Amy Brewer,39.0,unknown@domain.com,2021-07-20,71173.0,Marketing
057a807f-5714-4f49-894b-9153ff83c541,Kayla Vaughn,90.0,unknown@domain.com,2021-02-23,149260.0,Sales
058d4d45-bdb0-4864-b38c-578fde6e3ef3,Casey Smith,28.0,julie77@yahoo.com,2021-02-15,55617.0,Engineering
0595e4fd-cd11-4a70-83ff-adbb45d11ccf,S Jennifer,62.0,unknown@domain.com,2020-05-26,48984.0,HR
059f59cc-df9b-4062-8d1f-ac1a5b098090,James Cunningham,41.0,donna16@gmail.com,1900-01-01,35465.0,Marketing
05aad1d8-a624-49df-91ab-d91884f3404e,Robert Po,61.0,pmorgan@yahoo.com,2022-05-23,89186.0,Support
05ac473c-7ef1-4827-8b4f-bd572621afd9,Daniel Clay,81.0,wrodriguez@gmail.com,2021-02-28,96708.0,Sales
05acfa46-1833-47f3-aae5-8f75517b8911,Unknown,49.0,unknown@domain.com,2022-07-27,45950.0,HR
05af9f60-2e4a-4f39-a6d5-9481b6433c83,Andrea Sherman,55.0,elliskyle@hotmail.com,2024-04-06,85474.0,Engineering
05b3150e-7949-432f-9172-0330c037465c,Jeremy Cox,83.0,unknown@domain.com,2016-09-22,113940.0,Sales
05c7d64e-0fec-44ee-88fe-eb3d3621e572,Rachael Hollo,60.0,delgadobobby@gmail.com,2020-04-29,121422.28,Support
05ecef64-cf31-4af3-a2da-c9bcf27239eb,Brittany Lowe,40.0,unknown@domain.com,2006-08-30,84744.0,Marketing
05f08451-ab89-4bae-a17d-820beb40771b,Denise Combs,41.0,unknown@domain.com,2020-04-29,89347.0,Marketing
06085fad-849c-4a7b-b3b6-65605c6c962d,Unknown,54.0,patrickdavis@hotmail.com,2021-01-23,30012.0,Sales
0609c262-b7fd-44bc-8474-72cc6652cc35,April Wilcox,40.0,egallegos@hotmail.com,2020-02-28,37976.88,Sales
060ab287-290b-4dbc-a26c-0f5259747b90,Karen Benson,26.0,christopher41@yahoo.com,2022-02-20,72860.0,Sales
060d2787-e770-41ce-972a-dcd07c78d42f,Jessica Arnold,54.0,trodriguez@yahoo.com,1900-01-01,98619.07,HR
0613adfa-2f70-4988-85d9-b540168417b2,Justin Dun,89.0,unknown@domain.com,2023-04-03,52628.09,Support
0616f162-687c-4b1c-baad-4947a20853a1,Jennifer Man,84.0,josephcoleman@yahoo.com,1988-10-28,112098.62,Support
06210bcc-709f-496c-8928-e65eb9f19f64,Joseph Gray,74.0,unknown@domain.com,2020-04-07,92570.0,Support
0621aa55-90ea-4aad-b9bd-ebf0610f75c3,Unknown,65.0,unknown@domain.com,1973-06-05,111145.0,HR
0623b884-eefd-44e1-9481-07c8debf75df,Krista Schultz,27.0,zsolis@gmail.com,2023-02-06,136644.0,Support
062991f2-f251-4276-91f1-28b51cf3cbc0,John Padilla,49.0,igreen@gmail.com,2021-10-05,71643.0,Support
062b677e-abeb-4b3b-88d3-75a669400dfc,Lisa Anderson,73.0,watsonjamie@gmail.com,2012-02-24,118325.95,Support
0639a33f-1e2e-489d-9f9c-3d6a82a5a79d,Allison Cuevas,74.0,unknown@domain.com,2021-05-25,133873.0,Marketing
063b78a6-8f99-4313-a10f-dba56a173d6b,Melissa Chavez,54.0,lewisanthony@yahoo.com,2021-02-12,51134.0,Sales
